Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","096","Brunei Darussalam","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","347.838","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","6933.652","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","3359.488","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","3574.164","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","1687.49","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","5253.037","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","21478.69","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","10693.067","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","10785.622","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","14505.434","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","6397.911","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","12617.036","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","6264.949","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","6352.087","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","10302.641","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","1636.586","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","514.679","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","261.788","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","252.892","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","189.2","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","378.148","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","16725.474","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","8180.637","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","8544.836","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","12665.049","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","4050.459","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","26210.558","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","13064.54","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","13146.019","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","11016.661","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","14941.523","X","Figure from international organizations",""
"OA","Annual population","124","Canada","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","38171.902","X","Figure from international organizations",""
"OA","Annual population","124","Canada","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","18964.448","X","Figure from international organizations",""
"OA","Annual population","124","Canada","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","19207.454","X","Figure from international organizations",""
"OA","Annual population","124","Canada","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","6933.141","X","Figure from international organizations",""
"OA","Annual population","124","Canada","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","30670.064","X","Figure from international organizations",""
"OA","Annual population","136","Cayman Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","68.684","X","Figure from international organizations",""
"OA","Annual population","136","Cayman Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","34.514","X","Figure from international organizations",""
